"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","B03002_003E","B03002_004E","B03002_006E","B03002_002E","B03002_012E","state","county","tract","block group"
"Block Group 1, Census Tract 2523.17, Solano County, California",72,38,31,0,0,0,0,66,0,27,0,27,0,0,76,0,86,101,56,40,51,0,0,93,0,101,23,0,0,15,0,0,20,124,0,39,995,406,426,2027,274,"06","095","252317","1"
"Block Group 2, Census Tract 2523.17, Solano County, California",55,145,71,0,0,0,17,82,15,14,0,61,32,46,180,126,111,413,145,53,93,52,14,152,17,226,238,0,0,75,68,57,147,270,0,83,1455,626,2025,4498,1385,"06","095","252317","2"
"Block Group 2, Census Tract 2526.10, Solano County, California",9,20,4,0,0,0,0,0,0,38,4,0,9,0,28,28,85,108,0,24,0,34,0,16,37,16,45,0,0,20,0,0,15,122,0,24,322,165,171,743,511,"06","095","252610","2"
"Block Group 1, Census Tract 2526.10, Solano County, California",9,36,15,7,0,0,0,48,11,0,0,32,42,5,0,32,37,28,11,25,0,8,0,53,0,46,23,0,0,20,5,98,47,66,0,6,494,440,139,1203,516,"06","095","252610","1"
"Block Group 1, Census Tract 2526.11, Solano County, California",11,0,0,0,12,0,0,31,0,34,0,32,35,17,8,23,88,55,0,18,0,0,0,3,0,34,48,0,0,23,0,62,21,23,5,0,386,334,178,914,763,"06","095","252611","1"
"Block Group 2, Census Tract 2526.11, Solano County, California",7,0,4,0,0,0,0,9,0,0,0,0,7,0,39,9,79,35,0,10,4,0,0,16,0,0,11,0,0,28,0,8,0,26,0,6,100,94,139,353,402,"06","095","252611","2"
"Block Group 3, Census Tract 2526.11, Solano County, California",15,0,0,0,0,0,0,31,0,0,0,0,36,0,11,11,12,96,0,33,11,0,0,6,10,0,41,0,0,28,0,20,18,39,27,8,94,560,43,960,308,"06","095","252611","3"
"Block Group 1, Census Tract 2528.01, Solano County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","095","252801","1"
"Block Group 2, Census Tract 2528.01, Solano County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","095","252801","2"
"Block Group 3, Census Tract 2528.01, Solano County, California",0,0,3,0,0,12,0,0,0,0,0,6,0,0,0,5,12,0,14,0,0,0,0,15,0,17,0,0,0,0,0,4,41,5,0,0,654,62,142,910,250,"06","095","252801","3"
"Block Group 4, Census Tract 2528.01, Solano County, California",5,0,0,0,0,0,0,0,0,0,5,14,11,0,12,6,5,17,0,5,0,0,0,2,0,28,6,0,0,10,0,25,9,38,0,6,437,195,78,911,217,"06","095","252801","4"
"Block Group 5, Census Tract 2528.01, Solano County, California",16,0,11,0,0,0,0,5,0,2,7,0,0,0,3,0,19,9,7,0,0,0,0,40,0,16,4,0,0,4,0,0,0,10,0,0,555,62,89,719,22,"06","095","252801","5"
"Block Group 1, Census Tract 2528.02, Solano County, California",9,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,0,0,0,0,9,0,9,0,0,4,0,0,0,12,0,9,7,39,10,0,494,136,7,688,29,"06","095","252802","1"
"Block Group 2, Census Tract 2528.02, Solano County, California",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,44,26,292,112,"06","095","252802","2"
"Block Group 1, Census Tract 2529.11, Solano County, California",33,42,13,0,0,10,0,0,0,0,0,0,15,0,0,0,7,137,22,61,0,0,0,6,0,83,0,0,0,0,0,10,48,109,0,15,1436,55,38,1587,270,"06","095","252911","1"
"Block Group 2, Census Tract 2529.11, Solano County, California",15,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,16,18,58,0,0,0,35,0,0,0,0,0,0,0,0,0,48,0,0,1012,0,0,1032,15,"06","095","252911","2"
"Block Group 3, Census Tract 2529.11, Solano County, California",46,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,109,9,46,0,0,0,0,16,0,18,0,0,0,14,0,0,0,56,0,0,674,6,21,704,101,"06","095","252911","3"
"Block Group 4, Census Tract 2529.11, Solano County, California",40,12,21,0,0,0,0,0,0,0,0,0,0,16,43,10,61,20,24,31,0,0,0,17,8,37,0,0,0,16,0,16,13,30,23,14,941,69,186,1226,18,"06","095","252911","4"
"Block Group 1, Census Tract 2529.12, Solano County, California",59,10,16,11,0,10,11,10,0,42,25,0,0,9,50,8,21,55,65,9,13,31,0,11,0,46,0,0,0,15,0,0,75,35,9,0,925,9,59,1045,244,"06","095","252912","1"
"Block Group 2, Census Tract 2529.12, Solano County, California",48,0,10,0,0,0,0,9,0,0,0,0,0,0,22,37,41,57,15,8,10,0,0,0,0,14,28,0,0,35,0,0,0,59,0,47,362,204,7,634,182,"06","095","252912","2"
"Block Group 3, Census Tract 2529.12, Solano County, California",33,16,0,10,0,0,0,8,0,0,0,9,0,0,18,8,9,26,18,11,49,0,0,29,8,50,0,0,0,21,0,17,9,9,0,0,358,51,199,638,170,"06","095","252912","3"
"Block Group 4, Census Tract 2529.12, Solano County, California",5,8,4,25,0,0,0,8,0,8,20,0,0,0,21,21,56,71,21,9,0,24,9,41,0,47,0,0,0,14,0,47,20,30,0,0,845,77,54,1061,219,"06","095","252912","4"
"Block Group 5, Census Tract 2529.12, Solano County, California",70,0,26,0,0,17,0,6,0,0,6,24,9,0,0,64,55,28,59,8,0,0,32,21,0,23,17,0,0,29,0,41,0,67,0,0,1248,15,68,1424,23,"06","095","252912","5"
"Block Group 1, Census Tract 2529.13, Solano County, California",0,0,34,11,0,0,0,7,0,0,24,0,0,0,46,35,73,29,13,31,0,0,0,29,0,35,9,0,0,9,0,0,27,45,0,0,771,143,53,1085,266,"06","095","252913","1"
"Block Group 2, Census Tract 2529.13, Solano County, California",35,0,0,0,0,12,0,0,0,45,35,10,36,8,68,8,86,32,26,24,10,0,0,69,8,8,25,0,0,43,11,12,17,120,10,12,721,96,18,893,350,"06","095","252913","2"
"Block Group 3, Census Tract 2529.13, Solano County, California",17,41,14,0,0,0,0,35,0,27,43,0,0,0,27,15,9,27,8,41,0,9,9,8,0,23,0,0,13,0,0,7,11,36,0,16,295,108,198,669,224,"06","095","252913","3"
"Block Group 4, Census Tract 2529.13, Solano County, California",50,8,0,8,0,0,0,12,0,19,34,23,0,0,26,46,79,108,24,0,17,0,0,21,10,121,0,8,0,28,0,35,28,39,0,25,949,150,103,1293,393,"06","095","252913","4"
"Block Group 1, Census Tract 2529.14, Solano County, California",112,28,8,7,0,50,0,18,0,4,53,19,14,61,148,51,104,84,76,50,20,0,0,0,0,42,43,0,0,82,36,98,143,85,0,82,1693,226,327,2794,584,"06","095","252914","1"
"Block Group 2, Census Tract 2529.14, Solano County, California",25,25,22,0,0,10,0,6,0,13,13,0,0,0,9,0,79,28,10,14,21,0,0,0,0,9,6,0,44,12,26,13,0,63,8,10,445,298,45,837,343,"06","095","252914","2"
"Block Group 3, Census Tract 2529.14, Solano County, California",22,19,23,10,0,4,6,0,0,0,0,13,38,0,18,28,47,80,16,16,29,9,0,37,11,44,21,0,0,9,0,9,63,108,0,21,691,55,68,891,440,"06","095","252914","3"
"Block Group 1, Census Tract 2529.15, Solano County, California",40,0,20,0,0,20,0,50,0,0,15,0,9,0,29,56,30,61,64,0,6,21,0,27,0,68,33,0,0,24,0,12,48,42,0,0,537,228,267,1076,219,"06","095","252915","1"
"Block Group 2, Census Tract 2529.15, Solano County, California",66,17,31,11,8,0,0,83,11,5,133,20,13,11,158,23,85,177,27,93,20,7,0,128,40,69,42,0,15,45,0,29,67,108,9,24,1295,533,610,2646,613,"06","095","252915","2"
"Block Group 2, Census Tract 2532.04, Solano County, California",21,10,92,14,0,17,12,18,0,0,7,10,7,0,13,0,39,0,0,0,2,0,0,88,9,0,0,0,0,18,0,0,22,24,0,0,644,110,55,857,148,"06","095","253204","2"
"Block Group 3, Census Tract 2532.04, Solano County, California",45,0,76,0,0,45,24,0,0,35,23,44,18,0,81,29,135,23,22,0,72,0,0,26,0,42,0,18,0,0,0,63,69,148,0,18,1369,16,211,1690,318,"06","095","253204","3"
"Block Group 4, Census Tract 2532.04, Solano County, California",9,0,18,0,0,0,0,0,0,0,0,252,90,0,13,0,216,18,9,0,0,0,0,0,0,0,17,0,0,37,39,49,89,29,0,0,230,24,0,406,855,"06","095","253204","4"
"Block Group 5, Census Tract 2532.04, Solano County, California",0,0,0,0,0,0,0,17,0,18,0,0,17,0,29,97,185,44,19,0,0,0,0,48,0,0,36,0,0,12,64,78,51,180,0,26,506,169,0,705,1304,"06","095","253204","5"
"Block Group 1, Census Tract 2532.04, Solano County, California",74,0,0,0,0,12,0,7,0,0,20,0,12,15,82,0,2,64,14,37,0,11,0,15,0,0,62,0,0,16,13,99,11,43,0,0,752,246,63,1119,219,"06","095","253204","1"
"Block Group 1, Census Tract 2532.05, Solano County, California",67,27,40,0,0,9,0,7,0,0,21,5,0,0,29,18,94,55,37,19,11,16,0,33,5,42,0,0,0,20,15,12,4,9,0,0,807,9,174,1069,144,"06","095","253205","1"
"Block Group 2, Census Tract 2532.05, Solano County, California",13,0,26,0,0,5,0,4,0,0,5,0,6,0,22,6,45,14,0,7,0,0,5,12,0,25,0,0,0,17,0,9,10,35,0,20,411,21,46,515,108,"06","095","253205","2"
"Block Group 3, Census Tract 2532.05, Solano County, California",0,5,9,0,0,0,0,0,0,0,0,23,22,0,16,0,106,127,0,0,0,0,0,9,0,0,0,16,0,6,39,6,67,53,0,36,289,13,34,562,709,"06","095","253205","3"
"Block Group 1, Census Tract 2532.06, Solano County, California",43,0,62,6,0,10,11,13,0,8,18,29,0,0,26,14,26,74,22,20,43,0,31,8,20,49,21,0,7,34,0,7,56,83,0,14,925,12,239,1266,167,"06","095","253206","1"
"Block Group 2, Census Tract 2532.06, Solano County, California",21,28,32,0,0,10,0,24,0,0,46,10,0,0,14,24,89,33,34,15,9,0,12,15,0,30,6,7,0,0,0,51,53,42,0,7,1155,10,209,1450,209,"06","095","253206","2"
"Block Group 1, Census Tract 2534.03, Solano County, California",67,0,13,0,0,9,0,0,0,12,0,32,48,0,29,62,75,94,7,33,7,0,11,36,0,10,0,0,0,40,0,27,0,78,27,0,943,12,9,970,564,"06","095","253403","1"
"Block Group 2, Census Tract 2534.03, Solano County, California",30,8,8,0,0,19,0,0,0,8,0,0,0,21,59,13,174,17,19,24,10,0,22,50,10,11,0,0,0,6,0,7,11,27,0,0,686,18,38,742,572,"06","095","253403","2"
"Block Group 3, Census Tract 2534.03, Solano County, California",66,26,68,0,11,0,0,25,0,7,18,24,32,7,53,74,120,137,24,68,30,0,0,61,0,38,6,0,0,26,10,59,94,68,0,55,1276,11,150,1600,777,"06","095","253403","3"
"Block Group 1, Census Tract 2534.04, Solano County, California",0,19,11,0,0,0,0,0,0,0,0,64,32,0,41,0,125,189,56,0,18,49,20,36,0,11,41,0,0,53,0,11,0,118,0,14,971,0,0,1122,846,"06","095","253404","1"
"Block Group 2, Census Tract 2534.04, Solano County, California",40,11,39,0,0,0,48,20,0,19,0,0,0,0,17,0,31,19,0,10,0,0,25,21,0,0,9,0,0,0,68,19,0,33,0,0,532,0,56,605,470,"06","095","253404","2"
"Block Group 3, Census Tract 2534.04, Solano County, California",33,0,41,0,0,0,0,30,0,31,54,0,0,33,16,20,414,20,56,0,19,0,0,0,0,0,0,0,0,0,0,21,42,103,0,109,525,127,39,764,846,"06","095","253404","3"
"Block Group 4, Census Tract 2534.04, Solano County, California",95,13,46,0,0,31,21,10,0,0,0,56,0,28,12,50,76,81,0,0,0,16,14,90,0,58,0,0,0,0,15,69,97,129,0,0,1213,157,92,1716,391,"06","095","253404","4"
"Block Group 1, Census Tract 9800, Solano County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","095","980000","1"
"Block Group 1, Census Tract 2529.08, Solano County, California",15,8,0,0,37,7,0,0,0,0,9,22,0,7,8,13,93,50,6,0,24,0,0,10,7,33,9,0,0,0,0,7,59,48,9,31,686,200,0,1107,140,"06","095","252908","1"
"Block Group 2, Census Tract 2529.08, Solano County, California",9,9,5,0,0,9,26,0,9,0,25,0,32,10,60,56,164,70,27,18,0,31,0,13,0,8,44,0,11,11,0,21,110,90,0,55,1145,117,127,1524,360,"06","095","252908","2"
"Block Group 3, Census Tract 2529.08, Solano County, California",7,0,15,13,0,28,0,18,0,0,0,0,7,0,0,16,61,38,0,0,0,0,0,22,0,19,46,0,0,21,0,0,45,69,0,12,648,69,151,960,87,"06","095","252908","3"
"Block Group 4, Census Tract 2531.01, Solano County, California",29,0,10,0,0,0,0,7,0,8,0,0,11,0,40,0,21,50,0,10,8,0,0,9,8,22,25,0,0,24,0,15,33,32,22,15,535,34,20,614,127,"06","095","253101","4"
"Block Group 1, Census Tract 2531.01, Solano County, California",11,0,9,17,0,0,0,0,0,0,13,10,39,36,0,0,51,65,0,0,0,0,0,0,0,16,0,0,0,14,0,0,0,16,11,20,173,86,0,280,447,"06","095","253101","1"
"Block Group 6, Census Tract 2531.01, Solano County, California",50,10,0,7,16,0,7,7,0,0,0,20,8,34,52,9,53,20,9,8,18,0,0,18,8,17,8,0,0,52,0,23,50,26,0,8,980,3,23,1049,175,"06","095","253101","6"
"Block Group 3, Census Tract 2531.01, Solano County, California",32,7,8,0,0,0,0,0,0,0,9,0,0,7,0,24,69,39,28,37,7,8,16,9,0,24,0,0,0,47,9,0,48,9,0,0,567,0,0,600,410,"06","095","253101","3"
"Block Group 2, Census Tract 2531.01, Solano County, California",9,9,0,0,0,0,0,0,0,0,0,7,0,7,28,12,144,23,0,9,0,0,0,16,9,0,23,0,0,22,0,6,8,36,0,0,418,7,0,436,309,"06","095","253101","2"
"Block Group 5, Census Tract 2531.01, Solano County, California",0,0,16,0,0,7,8,18,0,0,0,23,0,0,24,8,64,0,26,15,10,0,9,33,0,19,9,0,0,8,0,11,13,116,0,0,556,0,44,696,135,"06","095","253101","5"
"Block Group 2, Census Tract 2513, Solano County, California",19,0,8,16,0,8,0,19,0,10,0,10,0,0,17,7,28,38,25,9,0,8,0,38,0,8,8,9,0,14,0,24,38,27,0,0,446,61,104,618,55,"06","095","251300","2"
"Block Group 3, Census Tract 2513, Solano County, California",30,0,35,0,0,9,0,0,0,7,0,18,14,0,35,66,34,66,14,31,10,46,0,54,0,39,0,0,0,8,0,0,0,69,12,10,499,137,48,821,413,"06","095","251300","3"
"Block Group 1, Census Tract 2513, Solano County, California",24,0,7,0,24,0,14,0,0,0,0,41,0,0,9,33,23,0,26,8,7,0,0,18,8,25,0,0,0,7,0,24,0,122,0,0,347,92,165,649,70,"06","095","251300","1"
"Block Group 1, Census Tract 2527.04, Solano County, California",20,0,10,0,0,0,0,7,0,0,0,13,8,0,0,42,50,79,56,5,0,0,0,8,0,13,0,0,0,7,0,23,8,42,54,0,214,246,45,576,313,"06","095","252704","1"
"Block Group 2, Census Tract 2527.04, Solano County, California",10,0,0,0,0,0,0,0,14,0,0,0,0,0,15,31,68,63,0,0,0,10,0,35,0,0,0,0,0,0,0,4,67,61,0,70,304,106,11,478,335,"06","095","252704","2"
"Block Group 3, Census Tract 2527.04, Solano County, California",0,53,71,6,0,0,0,0,10,11,0,0,28,38,30,6,89,121,0,11,16,14,0,10,0,4,27,0,0,0,0,64,78,40,0,93,318,423,576,1383,154,"06","095","252704","3"
"Block Group 5, Census Tract 2527.04, Solano County, California",14,0,0,0,0,11,0,22,0,0,6,27,11,15,11,34,43,101,71,16,46,0,0,42,0,145,8,9,0,0,28,40,23,50,0,8,511,806,117,1527,247,"06","095","252704","5"
"Block Group 4, Census Tract 2527.04, Solano County, California",0,8,17,0,0,0,0,9,6,0,0,12,0,0,9,4,68,18,9,0,3,0,0,9,0,0,11,0,0,0,0,0,0,21,0,3,140,38,49,227,100,"06","095","252704","4"
"Block Group 4, Census Tract 2531.05, Solano County, California",56,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,42,85,0,0,0,0,0,19,0,9,0,0,0,23,0,14,93,82,0,39,653,214,22,931,203,"06","095","253105","4"
"Block Group 5, Census Tract 2531.05, Solano County, California",36,0,0,0,0,0,0,0,0,0,0,23,0,0,55,0,12,0,39,35,0,0,0,14,0,0,41,0,0,0,0,0,14,32,0,0,213,16,20,269,198,"06","095","253105","5"
"Block Group 2, Census Tract 2531.05, Solano County, California",180,16,15,0,0,0,0,14,0,0,0,70,19,0,0,96,111,65,0,0,0,0,0,19,14,0,39,0,0,66,0,40,74,89,0,40,703,133,433,1401,418,"06","095","253105","2"
"Block Group 3, Census Tract 2531.05, Solano County, California",9,16,0,0,0,41,0,20,0,0,0,13,0,0,0,81,86,63,33,16,22,0,0,23,0,16,0,0,13,80,87,9,96,38,0,0,395,101,37,612,560,"06","095","253105","3"
"Block Group 1, Census Tract 2531.05, Solano County, California",59,0,0,0,0,0,17,0,0,0,0,0,25,0,14,46,69,42,0,35,0,0,0,0,0,43,0,0,0,89,0,55,16,162,0,22,502,123,117,1002,456,"06","095","253105","1"
"Block Group 3, Census Tract 2529.04, Solano County, California",10,0,0,0,0,0,0,0,0,11,0,46,0,10,10,0,52,27,6,0,19,0,0,7,0,10,21,0,0,17,0,0,0,75,0,5,579,20,0,613,275,"06","095","252904","3"
"Block Group 2, Census Tract 2529.04, Solano County, California",160,4,106,9,0,12,0,16,0,37,46,31,44,10,141,55,204,144,26,70,20,44,0,39,7,195,72,0,33,0,12,80,76,128,6,76,1293,338,678,2469,1232,"06","095","252904","2"
"Block Group 1, Census Tract 2529.04, Solano County, California",76,9,22,0,0,15,0,9,0,0,0,43,33,0,35,30,103,97,64,0,38,0,0,10,18,31,17,0,0,8,0,30,29,104,0,8,1097,288,36,1494,239,"06","095","252904","1"
"Block Group 1, Census Tract 2530, Solano County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,2917,217,4880,1488,"06","095","253000","1"
"Block Group 2, Census Tract 2534.02, Solano County, California",15,0,0,0,0,0,0,0,0,0,0,12,13,0,16,0,56,17,0,12,0,0,0,0,0,0,0,0,0,15,13,0,22,0,0,0,275,0,0,313,206,"06","095","253402","2"
"Block Group 1, Census Tract 2534.02, Solano County, California",25,0,12,1,0,0,0,0,0,1,0,19,0,0,18,32,177,0,0,0,0,0,0,44,0,28,0,0,0,16,22,120,83,22,0,0,643,8,0,653,703,"06","095","253402","1"
"Block Group 3, Census Tract 2534.02, Solano County, California",48,0,0,0,0,19,0,0,0,0,0,0,12,0,0,13,30,200,0,13,0,0,0,21,0,14,50,0,0,0,0,46,36,31,14,0,475,0,18,525,570,"06","095","253402","3"
"Block Group 4, Census Tract 2534.02, Solano County, California",79,0,45,14,0,13,0,0,0,0,36,53,13,0,14,16,160,55,177,32,15,26,0,58,0,26,0,0,0,0,0,119,20,172,52,95,1402,28,387,1934,1394,"06","095","253402","4"
"Block Group 5, Census Tract 2534.02, Solano County, California",50,14,19,0,0,0,0,0,0,0,12,0,0,0,69,78,13,146,0,0,0,0,0,0,0,25,24,0,13,0,11,55,14,31,45,149,330,96,0,447,972,"06","095","253402","5"
"Block Group 1, Census Tract 2521.02, Solano County, California",51,7,18,0,11,38,9,21,0,29,79,28,12,8,25,9,149,73,51,8,23,0,11,35,19,90,11,0,0,94,27,56,42,80,0,21,1051,32,56,1371,597,"06","095","252102","1"
"Block Group 2, Census Tract 2521.02, Solano County, California",61,55,8,0,0,20,12,0,0,0,0,49,0,30,32,9,104,174,112,35,0,9,0,28,0,54,60,0,0,26,0,49,46,148,0,22,1281,39,192,1846,125,"06","095","252102","2"
"Block Group 4, Census Tract 2522.01, Solano County, California",274,0,112,16,0,15,22,69,0,16,31,0,0,0,146,75,93,175,100,58,15,109,0,30,13,31,64,0,0,0,0,83,55,219,0,71,2103,299,565,3568,710,"06","095","252201","4"
"Block Group 3, Census Tract 2522.01, Solano County, California",30,13,0,0,15,0,0,0,0,0,21,0,0,20,0,0,18,0,13,0,0,0,12,0,0,30,0,0,0,0,0,0,0,18,0,0,431,0,13,444,21,"06","095","252201","3"
"Block Group 2, Census Tract 2522.01, Solano County, California",10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,0,0,0,0,0,0,0,0,0,51,0,30,17,15,0,0,284,0,148,477,11,"06","095","252201","2"
"Block Group 1, Census Tract 2522.01, Solano County, California",162,38,87,19,26,22,23,106,0,23,31,0,12,0,129,93,55,192,63,20,47,12,0,63,0,293,59,0,0,88,23,56,13,205,0,0,1434,376,995,3042,921,"06","095","252201","1"
"Block Group 2, Census Tract 2523.06, Solano County, California",43,31,10,0,0,24,9,12,0,35,0,10,62,0,74,85,30,53,61,16,23,10,33,57,0,99,6,0,0,10,8,20,68,62,0,25,919,305,63,1359,749,"06","095","252306","2"
"Block Group 1, Census Tract 2523.06, Solano County, California",37,17,14,0,0,19,4,0,0,6,0,14,0,0,31,22,97,18,42,16,11,13,0,27,0,19,0,0,0,16,15,0,31,61,0,0,715,24,369,1145,104,"06","095","252306","1"
"Block Group 1, Census Tract 2524.01, Solano County, California",0,0,61,0,0,0,0,0,8,0,0,6,15,0,0,11,74,82,0,5,0,0,0,0,11,23,34,0,0,69,0,6,0,35,0,6,172,42,67,320,788,"06","095","252401","1"
"Block Group 4, Census Tract 2524.01, Solano County, California",0,18,6,0,0,0,0,9,0,0,8,64,43,0,6,10,72,53,14,0,0,6,0,32,0,13,6,0,0,77,0,0,12,13,28,47,195,299,157,675,691,"06","095","252401","4"
"Block Group 3, Census Tract 2524.01, Solano County, California",0,21,10,0,0,7,0,0,10,16,0,0,17,28,32,54,32,32,16,15,0,0,14,8,13,9,5,0,0,0,0,7,33,79,0,15,406,156,102,702,378,"06","095","252401","3"
"Block Group 2, Census Tract 2524.01, Solano County, California",7,0,0,0,0,0,0,0,0,0,0,9,0,48,18,23,52,72,0,0,0,0,0,15,0,22,10,0,0,9,0,48,0,55,0,5,240,193,218,666,350,"06","095","252401","2"
"Block Group 2, Census Tract 2504, Solano County, California",46,0,45,0,5,0,18,0,0,11,0,13,38,32,0,24,69,83,36,0,0,0,9,0,11,68,7,0,0,10,0,30,8,36,0,0,494,64,85,806,336,"06","095","250400","2"
"Block Group 3, Census Tract 2504, Solano County, California",0,0,0,0,0,0,14,0,0,9,0,23,0,0,32,7,4,15,21,0,0,16,0,33,0,11,0,0,0,7,0,4,44,0,0,21,239,242,15,541,260,"06","095","250400","3"
"Block Group 1, Census Tract 2504, Solano County, California",22,0,0,0,0,0,22,0,0,0,0,0,0,0,9,20,33,44,13,0,0,0,0,12,9,8,0,0,0,0,0,10,32,90,0,18,375,148,93,647,138,"06","095","250400","1"
"Block Group 1, Census Tract 2511, Solano County, California",0,0,86,0,0,9,7,0,0,19,0,2,60,11,39,46,173,28,28,23,0,6,0,23,0,31,40,0,0,1,32,53,85,100,0,6,300,183,324,916,773,"06","095","251100","1"
"Block Group 2, Census Tract 2511, Solano County, California",0,0,5,0,0,0,0,0,0,0,0,0,11,0,28,6,8,97,0,0,30,0,0,20,0,0,71,0,0,28,0,7,11,129,0,0,239,927,0,1205,173,"06","095","251100","2"
"Block Group 3, Census Tract 2515, Solano County, California",10,0,19,9,0,9,6,0,0,25,0,22,155,9,3,0,143,134,12,0,0,0,0,52,15,17,74,28,0,34,0,7,108,70,0,0,432,428,106,1045,1194,"06","095","251500","3"
"Block Group 1, Census Tract 2515, Solano County, California",0,0,0,0,0,0,0,0,0,0,0,25,41,0,0,16,22,70,0,5,0,0,0,0,0,10,37,0,0,25,0,13,21,50,0,0,102,381,55,554,366,"06","095","251500","1"
"Block Group 2, Census Tract 2515, Solano County, California",14,33,33,0,12,0,24,13,0,0,0,0,0,0,0,19,81,20,1,6,8,5,0,17,46,21,0,42,0,11,18,6,68,80,0,0,340,294,106,849,370,"06","095","251500","2"
"Block Group 1, Census Tract 2516, Solano County, California",48,0,12,0,0,0,0,17,0,6,0,0,40,0,11,0,18,131,0,0,0,2,0,8,0,66,0,0,0,0,0,0,31,0,0,8,216,185,23,598,380,"06","095","251600","1"
"Block Group 2, Census Tract 2516, Solano County, California",15,20,0,0,0,0,0,0,0,54,0,42,26,6,26,24,53,105,57,26,0,8,0,0,0,8,31,10,0,2,8,91,73,30,0,41,580,449,49,1179,351,"06","095","251600","2"
"Block Group 1, Census Tract 2519.01, Solano County, California",13,0,12,0,0,0,0,0,0,48,0,25,46,15,8,18,106,109,71,10,16,19,0,26,0,17,6,0,0,12,73,0,0,102,0,18,272,730,365,1491,586,"06","095","251901","1"
"Block Group 2, Census Tract 2519.01, Solano County, California",17,18,0,0,9,17,0,0,0,0,0,0,0,13,10,36,16,27,13,13,0,0,4,24,0,16,21,0,0,0,0,0,10,23,0,0,562,142,106,868,132,"06","095","251901","2"
"Block Group 3, Census Tract 2519.01, Solano County, California",29,10,35,10,0,15,0,9,25,0,0,9,15,47,37,35,24,57,17,33,0,2,0,10,0,30,61,0,0,0,0,25,34,91,0,58,300,473,661,1462,341,"06","095","251901","3"
"Block Group 2, Census Tract 2522.02, Solano County, California",57,0,19,17,0,9,40,19,0,0,26,0,0,0,100,18,51,47,18,29,8,22,8,49,0,38,0,0,0,52,0,10,46,233,0,0,771,442,590,1886,216,"06","095","252202","2"
"Block Group 1, Census Tract 2522.02, Solano County, California",65,0,82,0,0,0,0,44,0,0,15,106,0,17,26,24,38,84,45,15,0,0,13,15,0,97,0,0,0,29,0,34,13,99,0,27,623,27,808,1624,115,"06","095","252202","1"
"Block Group 3, Census Tract 2522.02, Solano County, California",107,65,22,0,0,0,0,0,37,0,0,16,0,0,79,35,82,110,0,22,0,0,0,33,0,68,51,0,29,52,0,35,111,204,0,36,727,92,725,1672,353,"06","095","252202","3"
"Block Group 4, Census Tract 2522.02, Solano County, California",164,206,149,14,0,22,0,114,12,17,0,48,32,32,69,45,89,289,172,85,56,15,0,20,23,134,143,0,0,50,13,99,0,315,0,20,1526,219,1531,3572,1056,"06","095","252202","4"
"Block Group 1, Census Tract 2501.03, Solano County, California",40,12,38,0,0,0,0,0,0,0,0,57,13,0,40,30,53,91,28,20,0,0,0,0,0,19,14,0,0,97,0,0,55,44,0,39,272,436,275,1327,414,"06","095","250103","1"
"Block Group 2, Census Tract 2501.03, Solano County, California",66,33,20,0,18,14,5,22,0,0,0,87,0,0,21,48,102,91,30,25,2,0,0,0,0,47,40,0,0,59,0,71,57,108,0,22,374,746,778,2047,361,"06","095","250103","2"
"Block Group 3, Census Tract 2501.03, Solano County, California",23,6,24,0,0,0,0,0,0,0,26,0,0,9,13,18,25,40,0,7,0,0,0,10,5,10,0,0,0,10,0,35,9,87,0,0,323,30,342,715,163,"06","095","250103","3"
"Block Group 4, Census Tract 1534.03, Sonoma County, California",18,8,15,9,0,43,9,7,0,9,0,0,0,10,8,13,26,8,10,9,9,0,0,42,18,31,0,8,0,0,8,0,43,0,0,10,565,12,29,669,23,"06","097","153403","4"
