naicssix,DESC_,steelhead,naics2,remi70,US2detailed,sixcat
541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541612,HUMAN RESOURCES  CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541613,MARKETING CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541614,"PROCESS, PHYSICAL, DISTRIBUTION AND LOGISTICS CONSULTING SERVICES",prof,54,49,prof,FPSEMPN
541618,OTHER MANAGEMENT CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541620,ENVIRONMENTAL CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,prof,54,49,prof,FPSEMPN
541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,prof,54,49,prof,FPSEMPN
541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",prof,54,49,prof,FPSEMPN
541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),prof,54,49,prof,FPSEMPN
541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) ",prof,54,49,prof,FPSEMPN
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,prof,54,49,prof,FPSEMPN
541810,ADVERTISING AGENCIES,prof,54,49,prof,FPSEMPN
541820,PUBLIC RELATIONS AGENCIES,prof,54,49,prof,FPSEMPN
541830,MEDIA BUYING AGENCIES,prof,54,49,prof,FPSEMPN
541840,MEDIA REPRESENTATIVES,prof,54,49,prof,FPSEMPN
541850,OUTDOOR ADVERTISING,prof,54,49,prof,FPSEMPN
541860,DIRECT MAIL ADVERTISING,prof,54,49,prof,FPSEMPN
541870,ADVERTISING MATERIAL DISTRIBUTION SERVICES,prof,54,49,prof,FPSEMPN
541890,OTHER SERVICES RELATED TO ADVERTISING,prof,54,49,prof,FPSEMPN
541910,MARKETING RESEARCH AND PUBLIC OPINION POLLING,prof,54,49,prof,FPSEMPN
541921,"PHOTOGRAPHIC STUDIOS, PORTRAIT",prof,54,49,prof,FPSEMPN
541922,COMMERCIAL PHOTOGRAPHY,prof,54,49,prof,FPSEMPN
541930,TRANSLATION AND INTERPRETATION SERVICES,prof,54,49,prof,FPSEMPN
541940,VETERINARY SERVICES,prof,54,49,prof,FPSEMPN
541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL SERVICES",prof,54,49,prof,FPSEMPN
551111,OFFICES OF BANK HOLDING COMPANIES,serv_bus,55,50,svc_bus,FPSEMPN
551112,OFFICES OF OTHER HOLDING COMPANIES,serv_bus,55,50,svc_bus,FPSEMPN
561110,OFFICE ADMINISTRATIVE SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561210,FACILITIES SUPPORT SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561311,EMPLOYMENT PLACEMENT AGENCIES,serv_bus,56,51,svc_bus,FPSEMPN
561312,EXECUTIVE SEARCH SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561320,TEMPORARY HELP SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561330,PROFESSIONAL EMPLOYER ORGANIZATIONS,serv_bus,56,51,svc_bus,FPSEMPN
561410,DOCUMENT PREPARATION SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561421,TELEPHONE ANSWERING SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561422,TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,serv_bus,56,51,svc_bus,FPSEMPN
561431,PRIVATE MAIL CENTERS,serv_bus,56,51,svc_bus,FPSEMPN
561439,OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS),serv_bus,56,51,svc_bus,FPSEMPN
561440,COLLECTION AGENCIES,serv_bus,56,51,svc_bus,FPSEMPN
561450,CREDIT BUREAUS,serv_bus,56,51,svc_bus,FPSEMPN
561491,REPOSSESSION SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561492,COURT REPORTING AND STENOTYPE SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561499,ALL OTHER BUSINESS SUPPORT SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561510,TRAVEL AGENCIES,serv_bus,56,51,svc_bus,FPSEMPN
561520,TOUR OPERATORS,serv_bus,56,51,svc_bus,FPSEMPN
561591,CONVENTION AND VISITORS BUREAUS,serv_bus,56,51,svc_bus,FPSEMPN
561599,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561611,INVESTIGATION SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561612,SECURITY GUARDS AND PATROL SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561613,ARMORED CAR SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),serv_bus,56,51,svc_bus,FPSEMPN
561622,LOCKSMITHS,serv_bus,56,51,svc_bus,FPSEMPN
561710,EXTERMINATING AND PEST CONTROL SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561720,JANITORIAL SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561730,LANDSCAPING SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561740,CARPET AND UPHOLSTERY CLEANING SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561790,OTHER SERVICES TO BUILDINGS AND DWELLINGS,serv_bus,56,51,svc_bus,FPSEMPN
561910,PACKAGING AND LABELING SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
561920,CONVENTION AND TRADE SHOW  ORGANIZERS,serv_bus,56,51,svc_bus,FPSEMPN
561990,ALL OTHER SUPPORT SERVICES,serv_bus,56,51,svc_bus,FPSEMPN
562111,SOLID WASTE COLLECTION,util,56,52,util,OTHEMPN
562112,HAZARDOUS WASTE COLLECTION,util,56,52,util,OTHEMPN
562119,OTHER WASTE COLLECTION,util,56,52,util,OTHEMPN
562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,util,56,52,util,OTHEMPN
562212,SOLID WASTE LANDFILLS,util,56,52,util,OTHEMPN
562213,SOLID WASTE COMBUSTORS AND INCINERATORS,util,56,52,util,OTHEMPN
562219,OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,util,56,52,util,OTHEMPN
562910,REMEDIATION SERVICES,util,56,52,util,OTHEMPN
562920,MATERIALS RECOVERY FACILITIES,util,56,52,util,OTHEMPN
562991,SEPTIC TANK AND RELATED SERVICES,util,56,52,util,OTHEMPN
562998,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,util,56,52,util,OTHEMPN
611110,ELEMENTARY AND SECONDARY SCHOOLS,ed_k12,61,53,ed_k12,HEREEMPN
611210,JUNIOR COLLEGES,ed_high,61,53,ed_high,HEREEMPN
611310,"COLLEGES, UNIVERSITIES AND PROFESSIONAL SCHOOLS",ed_high,61,53,ed_high,HEREEMPN
611410,BUSINESS AND SECRETARIAL SCHOOLS,ed_high,61,53,ed_high,HEREEMPN
611420,COMPUTER TRAINING,ed_high,61,53,ed_high,HEREEMPN
611430,TRAINING MORE,ed_high,61,53,ed_high,HEREEMPN
611511,COSMETOLOGY AND BARBER SCHOOLS,ed_high,61,53,ed_high,HEREEMPN
611512,FLIGHT TRAINING,ed_high,61,53,ed_high,HEREEMPN
611513,APPRENTICESHIP TRAINING,ed_high,61,53,ed_high,HEREEMPN
611519,OTHER TECHNICAL AND TRADE SCHOOLS,ed_high,61,53,ed_high,HEREEMPN
611610,FINE ARTS SCHOOLS,ed_other,61,53,ed_high,HEREEMPN
611620,SPORTS AND RECREATION INSTRUCTION,ed_other,61,53,svc_per,HEREEMPN
611630,LANGUAGE SCHOOLS,ed_other,61,53,svc_per,HEREEMPN
611691,EXAM PREPARATION AND TUTORING,ed_other,61,53,svc_per,HEREEMPN
611692,AUTOMOBILE DRIVING SCHOOLS,ed_other,61,53,svc_per,HEREEMPN
611699,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,ed_other,61,53,svc_per,HEREEMPN
611710,EDUCATIONAL SUPPORT SERVICES,ed_other,61,53,ed_high,HEREEMPN
621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),health,62,54,health,HEREEMPN
621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",health,62,54,health,HEREEMPN
621210,OFFICES OF DENTISTS,health,62,54,health,HEREEMPN
621310,OFFICES OF CHIROPRACTORS,health,62,54,health,HEREEMPN
621320,OFFICES OF OPTOMETRISTS,health,62,54,health,HEREEMPN
621330,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),health,62,54,health,HEREEMPN
621340,"OFFICES OF  PHYSICAL, OCCUPATIONAL, AND SPEECH THERAPISTS AND AUDIOLOGISTS",health,62,54,health,HEREEMPN
621391,OFFICES OF PODIATRISTS,health,62,54,health,HEREEMPN
621399,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,health,62,54,health,HEREEMPN
621410,FAMILY PLANNING CENTERS,health,62,54,health,HEREEMPN
621420,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,health,62,54,health,HEREEMPN
621491,HMO MEDICAL CENTERS,health,62,54,health,HEREEMPN
621492,KIDNEY DIALYSIS CENTERS,health,62,54,health,HEREEMPN
621493,FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,health,62,54,health,HEREEMPN
621498,ALL OTHER OUTPATIENT CARE CENTERS,health,62,54,health,HEREEMPN
621511,MEDICAL LABORATORIES,health,62,54,health,HEREEMPN
621512,DIAGNOSTIC IMAGING CENTERS,health,62,54,health,HEREEMPN
621610,HOME HEALTH CARE SERVICES,health,62,54,health,HEREEMPN
621910,AMBULANCE SERVICES,health,62,54,health,HEREEMPN
621991,BLOOD AND ORGAN BANKS,health,62,54,health,HEREEMPN
621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,health,62,54,health,HEREEMPN
622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,health,62,55,health,HEREEMPN
622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,health,62,55,health,HEREEMPN
622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,health,62,55,health,HEREEMPN
623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),health,62,56,health,HEREEMPN
623210,RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES,health,62,56,health,HEREEMPN
623220,RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,health,62,56,health,HEREEMPN
623311,CONTINUING CARE RETIREMENT COMMUNITIES AND ASSISTED LIVING FACILITIES FOR THE ELDERLY,health,62,56,health,HEREEMPN
623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,health,62,56,health,HEREEMPN
623990,OTHER RESIDENTIAL CARE FACILITIES,health,62,56,health,HEREEMPN
624110,CHILD AND YOUTH SERVICES,serv_soc,62,57,health,HEREEMPN
624120,SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,serv_soc,62,57,health,HEREEMPN
624190,OTHER INDIVIDUAL AND FAMILY SERVICES,serv_soc,62,57,health,HEREEMPN
624210,COMMUNITY FOOD SERVICES,serv_soc,62,57,health,HEREEMPN
624221,TEMPORARY SHELTERS,serv_soc,62,57,health,HEREEMPN
624229,OTHER COMMUNITY HOUSING SERVICES,serv_soc,62,57,health,HEREEMPN
624230,EMERGENCY AND OTHER RELIEF SERVICES,serv_soc,62,57,health,HEREEMPN
624310,VOCATIONAL REHABILITATION SERVICES,serv_soc,62,57,health,HEREEMPN
624410,CHILD DAY CARE SERVICES,serv_soc,62,57,health,HEREEMPN
711110,THEATER COMPANIES AND DINNER THEATERS,art_rec,71,58,art_rec,HEREEMPN
711120,DANCE COMPANIES,art_rec,71,58,art_rec,HEREEMPN
711130,MUSICAL GROUPS AND ARTISTS,art_rec,71,58,art_rec,HEREEMPN
711190,OTHER PERFORMING ARTS COMPANIES,art_rec,71,58,art_rec,HEREEMPN
711211,SPORTS TEAMS AND CLUBS,art_rec,71,58,art_rec,HEREEMPN
711212,RACETRACKS,art_rec,71,58,art_rec,HEREEMPN
711219,OTHER SPECTATOR SPORTS,art_rec,71,58,art_rec,HEREEMPN
711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",art_rec,71,58,art_rec,HEREEMPN
711320,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",art_rec,71,58,art_rec,HEREEMPN
711410,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS AND OTHER PUBLIC FIGURES",art_rec,71,58,art_rec,HEREEMPN
711510,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",art_rec,71,58,art_rec,HEREEMPN
712110,MUSEUMS,art_rec,71,59,art_rec,HEREEMPN
712120,HISTORICAL SITES,art_rec,71,59,art_rec,HEREEMPN
712130,ZOOS AND BOTANICAL GARDENS,art_rec,71,59,art_rec,HEREEMPN
712190,NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,art_rec,71,59,art_rec,HEREEMPN
713110,AMUSEMENT AND THEME PARKS,art_rec,71,60,art_rec,HEREEMPN
713120,AMUSEMENT ARCADES,art_rec,71,60,art_rec,HEREEMPN
713210,CASINOS (EXCEPT CASINO HOTELS),art_rec,71,60,art_rec,HEREEMPN
713290,OTHER GAMBLING INDUSTRIES,art_rec,71,60,art_rec,HEREEMPN
713910,GOLF COURSES AND COUNTRY CLUBS,art_rec,71,60,art_rec,HEREEMPN
713920,SKIING FACILITIES,art_rec,71,60,art_rec,HEREEMPN
713930,MARINAS,art_rec,71,60,art_rec,HEREEMPN
713940,FITNESS AND RECREATIONAL SPORTS CENTERS,art_rec,71,60,art_rec,HEREEMPN
713950,BOWLING CENTERS,art_rec,71,60,art_rec,HEREEMPN
713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,art_rec,71,60,art_rec,HEREEMPN
721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,hotel,72,61,hotel,HEREEMPN
721120,CASINO HOTELS,hotel,72,61,hotel,HEREEMPN
721191,BED-AND-BREAKFAST INNS,hotel,72,61,hotel,HEREEMPN
721199,ALL OTHER TRAVELER ACCOMMODATION,hotel,72,61,hotel,HEREEMPN
721211,RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,hotel,72,61,hotel,HEREEMPN
721214,RECREATIONAL AND VACATION CAMPS,hotel,72,61,hotel,HEREEMPN
721310,ROOMING AND BOARDING HOUSES,hotel,72,61,hotel,HEREEMPN
722310,FOODSERVICE CONTRACTORS,eat,72,62,eat,HEREEMPN
722320,CATERERS,eat,72,62,eat,HEREEMPN
722330,MOBILE FOODSERVICES,eat,72,62,eat,HEREEMPN
722410,DRINKING PLACES (ALCOHOLIC BEVERAGES),eat,72,62,eat,HEREEMPN
722511,FULL-SERVICE RESTAURANTS,eat,72,62,eat,HEREEMPN
722513,LIMITED-SERVICE RESTAURANTS,eat,72,62,eat,HEREEMPN
722514,"CAFETERIAS, GRILL BUFFETS, AND BUFFETS",eat,72,62,eat,HEREEMPN
722515,SNACK AND NONALCOHOLIC BEVERAGE BARS,eat,72,62,eat,HEREEMPN
811111,GENERAL AUTOMOTIVE REPAIR,serv_pers,81,63,svc_per,HEREEMPN
811112,AUTOMOTIVE EXHAUST SYSTEM REPAIR,serv_pers,81,63,svc_per,HEREEMPN
811113,AUTOMOTIVE TRANSMISSION REPAIR,serv_pers,81,63,svc_per,HEREEMPN
811118,OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",serv_pers,81,63,svc_per,HEREEMPN
811122,AUTOMOTIVE GLASS REPLACEMENT SHOPS,serv_pers,81,63,svc_per,HEREEMPN
811191,AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS,serv_pers,81,63,svc_per,HEREEMPN
811192,CAR WASHES,serv_pers,81,63,svc_per,HEREEMPN
811198,ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811211,CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811213,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811411,HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811412,APPLIANCE REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
811420,REUPHOLSTERY AND FURNITURE REPAIR,serv_pers,81,63,svc_per,HEREEMPN
811430,FOOTWEAR AND  LEATHER GOODS REPAIR,serv_pers,81,63,svc_per,HEREEMPN
811490,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,serv_pers,81,63,svc_per,HEREEMPN
812111,BARBER SHOPS,serv_pers,81,64,svc_per,HEREEMPN
812112,BEAUTY SALONS,serv_pers,81,64,svc_per,HEREEMPN
812113,NAIL SALONS,serv_pers,81,64,svc_per,HEREEMPN
812191,DIET AND WEIGHT REDUCING CENTERS,serv_pers,81,64,svc_per,HEREEMPN
812199,OTHER PERSONAL CARE SERVICES,serv_pers,81,64,svc_per,HEREEMPN
812210,FUNERAL HOMES AND FUNERAL SERVICES,serv_pers,81,64,svc_per,HEREEMPN
812220,CEMETERIES AND CREMATORIES,serv_pers,81,64,svc_per,HEREEMPN
812310,COIN-OPERATED LAUNDRIES AND DRYCLEANERS,serv_pers,81,64,svc_per,HEREEMPN
812320,DRY-CLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),serv_pers,81,64,svc_per,HEREEMPN
812331,LINEN SUPPLY,serv_pers,81,64,svc_per,HEREEMPN
812332,INDUSTRIAL LAUNDERERS,serv_pers,81,64,svc_per,HEREEMPN
812910,PET CARE (EXCEPT VETERINARY) SERVICES,serv_pers,81,64,svc_per,HEREEMPN
812921,PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),serv_pers,81,64,svc_per,HEREEMPN
812922,ONE-HOUR PHOTOFINISHING ,serv_pers,81,64,svc_per,HEREEMPN
812930,PARKING LOTS AND GARAGES,serv_pers,81,64,svc_per,HEREEMPN
812990,ALL OTHER PERSONAL SERVICES,serv_pers,81,64,svc_per,HEREEMPN
813110,RELIGIOUS ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813211,GRANTMAKING FOUNDATIONS,serv_pers,81,65,svc_per,HEREEMPN
813212,VOLUNTARY HEALTH ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813219,OTHER GRANTMAKING AND GIVING SERVICES,serv_pers,81,65,svc_per,HEREEMPN
813311,GRANTS MORE,serv_pers,81,65,svc_per,HEREEMPN
813312,"ENVIRONMENT, CONSERVATION, AND WILDLIFE ORGANIZATIONS",serv_pers,81,65,svc_per,HEREEMPN
813319,OTHER SOCIAL ADVOCACY ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813410,CIVIC AND SOCIAL ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813910,BUSINESS ASSOCIATIONS,serv_pers,81,65,svc_per,HEREEMPN
813920,PROFESSIONAL ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813930,LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813940,POLITICAL ORGANIZATIONS,serv_pers,81,65,svc_per,HEREEMPN
813990,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",serv_pers,81,65,svc_per,HEREEMPN
921110,EXECUTIVE OFFICES,gov,92,6768,gov,OTHEMPN
921120,LEGISLATIVE BODIES,gov,92,6768,gov,OTHEMPN
921130,PUBLIC FINANCE,gov,92,6768,gov,OTHEMPN
921140,"EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",gov,92,6768,gov,OTHEMPN
921150,AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,gov,92,6768,gov,OTHEMPN
921190,ALL OTHER GENERAL GOVERNMENT,gov,92,6768,gov,OTHEMPN
922110,COURTS,gov,92,6768,gov,OTHEMPN
922120,POLICE PROTECTION,gov,92,6768,gov,OTHEMPN
922130,LEGAL COUNSEL AND PROSECUTION,gov,92,6768,gov,OTHEMPN
922140,CORRECTIONAL INSTITUTIONS,gov,92,6768,gov,OTHEMPN
922150,PAROLE OFFICES AND PROBATION OFFICES,gov,92,6768,gov,OTHEMPN
922160,FIRE PROTECTION,gov,92,6768,gov,OTHEMPN
922190,"ALL OTHER JUSTICE, PUBLIC ORDER, AND SAFETY",gov,92,6768,gov,OTHEMPN
923110,ADMINISTRATION OF EDUCATION PROGRAMS,gov,92,6768,gov,OTHEMPN
923120,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,gov,92,6768,gov,OTHEMPN
923130,"ADMINISTRATION OF SOCIAL, HUMAN RESOURCE AND INCOME MAINTENANCE PROGRAMS",gov,92,6768,gov,OTHEMPN
923140,ADMINISTRATION OF VETERAN'S AFFAIRS,gov,92,6768,gov,OTHEMPN
924110,AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT,gov,92,6768,gov,OTHEMPN
924120,"LAND, MINERAL, WILDLIFE, AND FOREST CONSERVATION",gov,92,6768,gov,OTHEMPN
925110,ADMINISTRATION OF HOUSING PROGRAMS,gov,92,6768,gov,OTHEMPN
925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT,gov,92,6768,gov,OTHEMPN
926110,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,gov,92,6768,gov,OTHEMPN
926120,REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,gov,92,6768,gov,OTHEMPN
926130,"REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",gov,92,6768,gov,OTHEMPN
926140,REGULATION OF AGRICULTURAL MARKETING AND COMMODITY,gov,92,6768,gov,OTHEMPN
926150,"REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",gov,92,6768,gov,OTHEMPN
927110,SPACE RESEARCH AND TECHNOLOGY,gov,92,6768,gov,OTHEMPN
928110,NATIONAL SECURITY,gov,92,6768,gov,OTHEMPN
928120,INTERNATIONAL AFFAIRS,gov,92,6768,gov,OTHEMPN
999990,MISSING,mis,0,0,mis,MISSING
